program_studi,j1,j2,j3,j17,j20,kelas
Psikologi,3,3,4,3,3,Adaptif
Akuntansi,4,4,4,4,4,Adaptif
Pendidikan_Guru_Sekolah_Dasar,3,3,3,4,4,Adaptif
Pendidikan_Matematika,4,4,4,4,3,Adaptif
Sastra_Inggris,4,4,4,4,4,Adaptif
Psikologi,4,4,3,4,3,Adaptif
Akuntansi,4,4,3,4,4,Adaptif
Akuntansi,4,4,3,4,4,Adaptif
Pendidikan_Guru_Sekolah_Dasar,3,3,3,3,3,Adaptif
Sastra_Inggris,4,4,4,3,3,Adaptif
Pendidikan_Ekonomi_Bidang_Keahlian_Khusus_Pendidikan_Ekonomi,4,4,4,4,3,Adaptif
Informatika,4,4,4,4,3,Adaptif
Sastra_Inggris,3,3,3,3,3,Adaptif
Pendidikan_Ekonomi_Bidang_Keahlian_Khusus_Pendidikan_Akuntansi,4,4,2,3,3,Non_Adaptif
Pendidikan_Kimia,4,4,2,3,3,Non_Adaptif
Akuntansi,4,4,4,4,4,Adaptif
Akuntansi,3,3,3,3,3,Adaptif
Pendidikan_Biologi,4,4,4,4,4,Adaptif
Manajemen,4,4,3,3,3,Adaptif
Bimbingan_dan_Konseling,3,3,2,3,3,Adaptif
Teknik_Mesin,4,4,4,3,3,Non_Adaptif
Sastra_Inggris,4,4,4,4,4,Adaptif
Teknik_Mesin,4,3,2,3,3,Adaptif
Sastra_Inggris,4,4,3,3,3,Adaptif
Pendidikan_Profesi_Guru_Matematika,4,3,2,3,3,Non_Adaptif
Sejarah,3,3,2,3,3,Adaptif
Pendidikan_Profesi_Apoteker,3,3,3,3,3,Adaptif
Bimbingan_dan_Konseling,4,4,3,3,3,Adaptif
Bimbingan_dan_Konseling,4,4,1,4,3,Non_Adaptif
Mekatronika,3,3,3,3,3,Non_Adaptif
Psikologi,4,4,4,3,3,Adaptif
Sastra_Inggris,4,4,3,4,4,Adaptif
Magister_Farmasi,4,4,4,4,4,Adaptif
Psikologi,3,3,2,3,3,Adaptif
Sastra_Inggris,4,3,4,4,3,Adaptif
Pendidikan_Keagamaan_Katolik,4,4,4,4,3,Adaptif
Pendidikan_Keagamaan_Katolik,4,4,2,3,4,Adaptif
Psikologi,4,3,3,4,3,Adaptif
Psikologi,4,4,3,4,4,Non_Adaptif
Farmasi,3,3,4,3,3,Non_Adaptif
Sejarah,4,4,2,4,3,Adaptif
Pendidikan_Matematika,3,3,3,3,4,Adaptif
Magister_Farmasi,3,3,3,3,3,Adaptif
Akuntansi,4,4,4,4,4,Non_Adaptif
Pendidikan_Bahasa_dan_Sastra_Indonesia,3,3,2,3,3,Adaptif
Pendidikan_Keagamaan_Katolik,3,3,3,3,3,Adaptif
Pendidikan_Kimia,4,4,4,4,3,Adaptif
Informatika,4,4,2,3,3,Adaptif
Sastra_Inggris,3,3,2,4,3,Adaptif
Sastra_Inggris,4,3,3,3,3,Adaptif
Manajemen,4,4,4,3,3,Non_Adaptif
Teknologi_Elektromedis,4,4,4,4,4,Non_Adaptif
Teknik_Mesin,4,3,3,4,3,Non_Adaptif
Kajian_Budaya_Program_Magister,4,4,3,3,2,Adaptif
Farmasi,1,1,1,2,2,Non_Adaptif
Farmasi,4,4,4,4,3,Adaptif
Pendidikan_Keagamaan_Katolik,4,4,3,4,4,Adaptif
Akuntansi,3,3,2,3,3,Non_Adaptif
Pendidikan_Profesi_Apoteker,3,3,3,3,3,Adaptif
Pendidikan_Guru_Sekolah_Dasar,4,4,4,4,4,Adaptif
Pendidikan_Sejarah,3,4,4,3,3,Adaptif
Pendidikan_Profesi_Apoteker,3,3,3,3,3,Adaptif
Ekonomi,4,3,3,3,3,Adaptif
Sastra_Indonesia,4,4,3,4,3,Adaptif
Pendidikan_Bahasa_dan_Sastra_Indonesia,3,3,3,3,4,Adaptif
Pendidikan_Bahasa_dan_Sastra_Indonesia,4,4,4,3,4,Adaptif
Farmasi,3,3,3,3,3,Adaptif
Farmasi,4,4,3,4,4,Adaptif
Pendidikan_Keagamaan_Katolik,4,4,3,3,4,Non_Adaptif
Akuntansi,4,4,3,4,3,Adaptif
Akuntansi,3,4,3,4,4,Adaptif
Matematika,3,3,3,3,3,Non_Adaptif
Pendidikan_Bahasa_dan_Sastra_Indonesia,3,3,2,3,3,Adaptif
Ekonomi,4,4,4,3,3,Adaptif
Farmasi,3,4,4,4,4,Non_Adaptif
Pendidikan_Profesi_Apoteker,3,3,3,3,3,Adaptif
Informatika,3,3,2,3,3,Non_Adaptif
Akuntansi,4,4,3,4,3,Adaptif
Teknik_Elektro,2,3,3,2,2,Non_Adaptif
Psikologi,4,4,3,4,3,Adaptif
Teknik_Elektro,4,4,4,3,3,Adaptif
Pendidikan_Biologi,4,4,2,4,4,Adaptif
Manajemen,4,4,3,4,4,Adaptif
Manajemen,3,3,3,3,3,Non_Adaptif
Sejarah,4,3,3,4,4,Non_Adaptif
Pendidikan_Profesi_Apoteker,4,4,3,3,3,Adaptif
Pendidikan_Profesi_Apoteker,4,4,2,3,3,Adaptif
Pendidikan_Sejarah,3,4,2,4,4,Adaptif
Farmasi,3,3,2,3,3,Adaptif
Pendidikan_Biologi,4,3,3,4,4,Adaptif
Psikologi,4,4,4,4,4,Adaptif
Farmasi,4,4,3,4,3,Adaptif
Manajemen,4,4,3,4,4,Adaptif
Pendidikan_Bahasa_dan_Sastra_Indonesia,3,4,3,3,3,Adaptif
Pendidikan_Keagamaan_Katolik,4,4,3,4,3,Adaptif
Teknik_Mesin,1,1,1,1,1,Non_Adaptif
Farmasi,4,4,3,3,3,Adaptif
Bimbingan_dan_Konseling,4,4,3,4,3,Adaptif
Pendidikan_Guru_Sekolah_Dasar,4,3,3,3,4,Adaptif
Sejarah,3,4,3,3,3,Adaptif
Teknik_Mesin,3,4,3,3,3,Adaptif
Pendidikan_Guru_Sekolah_Dasar,4,4,3,3,4,Adaptif
Farmasi,3,3,3,3,3,Non_Adaptif
Akuntansi,3,3,2,3,3,Adaptif
Informatika,3,3,3,4,3,Adaptif
Sastra_Inggris,4,4,4,4,4,Adaptif
Psikologi,4,4,3,3,4,Adaptif
Pendidikan_Matematika,4,3,3,4,3,Adaptif
Bimbingan_dan_Konseling,4,4,4,4,4,Adaptif
Manajemen,4,4,4,3,4,Adaptif
Manajemen,4,4,1,4,4,Non_Adaptif
Psikologi,4,4,3,4,3,Adaptif
Akuntansi,3,3,3,3,3,Adaptif
Psikologi,4,4,4,4,4,Adaptif
Pendidikan_Profesi_Apoteker,4,4,4,4,4,Adaptif
Pendidikan_Guru_Sekolah_Dasar,4,4,3,4,4,Adaptif
Bimbingan_dan_Konseling,4,4,3,4,4,Non_Adaptif
Akuntansi,3,3,3,3,3,Adaptif
Psikologi,4,4,3,4,3,Adaptif
Filsafat_Keilahian_Program_Magister,4,4,3,4,4,Adaptif
Informatika,4,4,4,4,3,Non_Adaptif
Pendidikan_Guru_Sekolah_Dasar,3,3,3,3,3,Adaptif
Informatika,3,3,2,3,3,Adaptif
Pendidikan_Keagamaan_Katolik,3,3,3,3,3,Adaptif
Pendidikan_Ekonomi_Bidang_Keahlian_Khusus_Pendidikan_Ekonomi,3,3,3,3,3,Non_Adaptif
Pendidikan_Biologi,3,3,3,3,3,Adaptif
Pendidikan_Guru_Sekolah_Dasar,4,4,3,3,3,Adaptif
Informatika,4,4,3,4,3,Non_Adaptif
Pendidikan_Matematika,4,4,4,4,4,Adaptif
Pendidikan_Sejarah,3,3,3,3,3,Adaptif
Informatika,3,3,3,3,3,Adaptif
Bimbingan_dan_Konseling,3,3,3,3,3,Adaptif
Pendidikan_Biologi,4,4,3,4,3,Adaptif
Bimbingan_dan_Konseling,4,3,3,4,3,Adaptif
Akuntansi,4,4,3,4,4,Adaptif
Manajemen,3,4,4,4,4,Adaptif
Manajemen,3,3,3,3,3,Non_Adaptif
Pendidikan_Sejarah,4,4,1,4,4,Adaptif
Teknik_Elektro,2,3,2,4,4,Non_Adaptif
Psikologi,4,3,4,4,4,Adaptif
Informatika,4,4,3,4,3,Adaptif
Bimbingan_dan_Konseling,4,4,3,4,4,Non_Adaptif
Teknik_Mesin,4,4,4,4,4,Adaptif
Akuntansi,4,4,3,3,3,Adaptif
Teknik_Mesin,3,3,2,3,3,Non_Adaptif
Teknik_Mesin,3,3,4,4,4,Adaptif
Pendidikan_Guru_Sekolah_Dasar,3,3,3,3,3,Adaptif
Informatika,3,3,3,4,3,Adaptif
Pendidikan_Guru_Sekolah_Dasar,4,4,3,4,4,Adaptif
Akuntansi,4,4,2,4,4,Adaptif
Informatika,4,4,3,3,3,Adaptif
Farmasi,4,3,2,3,4,Adaptif
Sastra_Inggris,4,4,3,4,4,Adaptif
Manajemen,4,4,4,4,4,Adaptif
Informatika,1,2,3,2,4,Adaptif
Psikologi,4,3,3,4,3,Adaptif
Manajemen,3,3,2,3,3,Adaptif
Akuntansi,4,4,3,4,4,Adaptif
Ekonomi,3,3,3,3,3,Adaptif
Sastra_Inggris,1,1,1,1,1,Adaptif
Akuntansi,4,4,3,4,3,Adaptif
Ekonomi,4,4,3,3,4,Adaptif
Pendidikan_Ekonomi_Bidang_Keahlian_Khusus_Pendidikan_Akuntansi,4,4,4,4,4,Adaptif
Pendidikan_Guru_Sekolah_Dasar,3,3,2,3,3,Non_Adaptif
Pendidikan_Ekonomi_Bidang_Keahlian_Khusus_Pendidikan_Akuntansi,4,4,4,3,4,Adaptif
Akuntansi,3,3,3,3,3,Adaptif
Akuntansi,4,4,3,4,3,Adaptif
Farmasi,4,4,4,3,4,Adaptif
Pendidikan_Guru_Sekolah_Dasar,4,4,4,4,4,Adaptif
Magister_Kajian_Bahasa_Inggris,4,4,2,4,3,Adaptif
Psikologi,4,4,3,4,3,Adaptif
Bimbingan_dan_Konseling,4,4,3,4,4,Adaptif
Psikologi,3,3,3,3,3,Adaptif
Pendidikan_Bahasa_Inggris,3,4,3,3,4,Adaptif
Farmasi,4,4,4,4,3,Adaptif
Manajemen,4,4,3,3,4,Non_Adaptif
Pendidikan_Matematika,4,4,3,4,3,Adaptif
Pendidikan_Bahasa_Inggris,4,4,4,4,4,Adaptif
Psikologi,4,4,3,4,3,Adaptif
Sastra_Inggris,3,4,3,4,3,Adaptif
Pendidikan_Guru_Sekolah_Dasar,1,4,4,3,3,Non_Adaptif
Sastra_Inggris,4,3,3,3,3,Adaptif
Teknik_Mesin,4,4,3,3,3,Non_Adaptif
Pendidikan_Matematika,3,2,2,3,3,Adaptif
Informatika,4,4,4,4,4,Adaptif
Farmasi,3,3,3,4,2,Adaptif
Pendidikan_Ekonomi_Bidang_Keahlian_Khusus_Pendidikan_Ekonomi,4,4,3,4,3,Adaptif
Pendidikan_Biologi,4,4,3,3,3,Adaptif
Psikologi,2,2,2,2,2,Adaptif
Pendidikan_Ekonomi_Bidang_Keahlian_Khusus_Pendidikan_Ekonomi,4,4,3,3,3,Adaptif
Pendidikan_Biologi,4,4,4,4,4,Non_Adaptif
Magister_Manajemen,3,3,3,3,3,Adaptif
Pendidikan_Bahasa_dan_Sastra_Indonesia,3,4,4,4,4,Adaptif
Pendidikan_Bahasa_dan_Sastra_Indonesia,4,4,4,4,4,Adaptif
Psikologi,4,4,4,3,3,Adaptif
Pendidikan_Bahasa_dan_Sastra_Indonesia,4,4,3,4,4,Adaptif
Informatika,4,4,4,3,3,Non_Adaptif
Manajemen,4,4,4,4,4,Non_Adaptif
Ekonomi,3,3,3,3,3,Adaptif
Akuntansi,3,3,2,4,3,Adaptif
Ekonomi,3,3,4,4,4,Adaptif
Magister_Farmasi,4,4,4,3,3,Non_Adaptif
Sejarah,4,3,4,4,3,Adaptif
Teknik_Mesin,3,3,2,3,3,Non_Adaptif
Bimbingan_dan_Konseling,4,4,3,3,4,Adaptif
Pendidikan_Bahasa_Inggris,4,4,4,4,3,Non_Adaptif
Pendidikan_Profesi_Apoteker,4,4,4,4,4,Adaptif
Informatika,4,4,3,3,3,Non_Adaptif
Informatika,4,4,3,4,3,Non_Adaptif
Manajemen,3,3,2,3,3,Non_Adaptif
Pendidikan_Bahasa_Inggris,4,4,4,3,3,Adaptif
Pendidikan_Bahasa_Inggris,3,3,3,3,3,Adaptif
Pendidikan_Sejarah,4,3,3,3,3,Adaptif
Pendidikan_Bahasa_Indonesia_Program_Magister,4,4,4,4,4,Adaptif
Pendidikan_Matematika,3,4,3,3,3,Non_Adaptif
Pendidikan_Biologi,4,4,4,4,4,Adaptif
Manajemen,4,4,3,4,3,Adaptif
Sastra_Indonesia,3,3,3,3,3,Adaptif
Pendidikan_Bahasa_Indonesia_Program_Magister,4,4,2,4,4,Adaptif
Bimbingan_dan_Konseling,3,3,3,3,3,Adaptif
Manajemen,4,4,3,3,3,Adaptif
Sastra_Inggris,3,3,3,3,3,Adaptif
Sastra_Inggris,4,4,4,4,4,Adaptif
Pendidikan_Guru_Sekolah_Dasar,3,2,3,3,3,Non_Adaptif
Teknik_Elektro,3,3,3,3,3,Non_Adaptif
Pendidikan_Kimia,3,3,2,2,3,Non_Adaptif
Farmasi,4,4,3,4,4,Adaptif
Teknik_Mesin,3,3,2,3,3,Non_Adaptif
Pendidikan_Guru_Sekolah_Dasar,3,3,3,3,3,Adaptif
Manajemen,3,3,2,4,3,Adaptif
Manajemen,4,4,3,3,4,Non_Adaptif
Manajemen,3,3,3,3,3,Non_Adaptif
Manajemen,3,3,4,4,3,Adaptif
Manajemen,3,3,2,3,3,Non_Adaptif
Manajemen,3,3,3,4,2,Adaptif
Manajemen,1,1,1,1,1,Adaptif
Sastra_Indonesia,3,4,2,4,3,Adaptif
Teknik_Elektro,4,4,4,3,4,Adaptif
Sastra_Inggris,3,3,3,3,3,Adaptif
Pendidikan_Biologi,4,4,4,4,4,Adaptif
Informatika,4,4,3,4,4,Adaptif
Pendidikan_Guru_Sekolah_Dasar,4,4,4,4,3,Adaptif
Akuntansi,3,3,3,4,3,Non_Adaptif
Pendidikan_Bahasa_Inggris,4,4,3,3,3,Adaptif
Akuntansi,3,3,3,3,3,Adaptif
Sastra_Inggris,4,4,4,4,3,Adaptif
Pendidikan_Guru_Sekolah_Dasar,2,3,2,4,3,Non_Adaptif
Teknologi_Elektromedis,4,3,3,3,3,Adaptif
Akuntansi,4,4,3,4,4,Adaptif
Pendidikan_Ekonomi_Bidang_Keahlian_Khusus_Pendidikan_Ekonomi,3,3,3,3,4,Adaptif
Farmasi,4,4,4,4,4,Adaptif
Informatika,4,4,4,4,3,Adaptif
Sastra_Inggris,3,3,3,3,3,Adaptif
Magister_Pendidikan_Bahasa_Inggris,4,4,3,4,4,Adaptif
Akuntansi,4,4,3,4,3,Adaptif
Bimbingan_dan_Konseling,3,3,3,3,3,Adaptif
Akuntansi,3,3,4,3,3,Adaptif
Psikologi,3,4,3,4,3,Adaptif
Akuntansi,3,3,3,3,3,Adaptif
Bimbingan_dan_Konseling,4,4,3,4,4,Adaptif
Sastra_Indonesia,4,4,3,3,3,Adaptif
Teknik_Mesin,3,1,3,3,3,Non_Adaptif
Psikologi,2,2,2,3,3,Non_Adaptif
Pendidikan_Bahasa_Inggris,4,4,3,4,4,Adaptif
Pendidikan_Bahasa_dan_Sastra_Indonesia,4,4,2,3,3,Adaptif
Sastra_Inggris,3,3,3,3,4,Non_Adaptif
Pendidikan_Matematika,3,3,2,3,3,Non_Adaptif
Manajemen,4,1,2,4,3,Non_Adaptif
Sastra_Inggris,4,3,3,4,3,Adaptif
Kajian_Budaya_Program_Magister,3,3,3,4,3,Non_Adaptif
Teknik_Elektro,3,1,4,4,3,Non_Adaptif
Bimbingan_dan_Konseling,4,4,3,2,3,Adaptif
Pendidikan_Bahasa_Inggris,4,4,3,4,4,Adaptif
Pendidikan_Matematika,3,3,3,3,3,Adaptif
Pendidikan_Bahasa_Inggris,3,3,2,3,4,Non_Adaptif
Pendidikan_Bahasa_dan_Sastra_Indonesia,3,3,2,3,3,Adaptif
Magister_Farmasi,4,4,3,2,4,Adaptif
Akuntansi,4,4,3,4,3,Non_Adaptif
Pendidikan_Guru_Sekolah_Dasar,4,4,3,4,3,Adaptif
Sastra_Inggris,4,4,3,3,3,Adaptif
Pendidikan_Guru_Sekolah_Dasar,4,4,4,3,3,Adaptif
Magister_Farmasi,4,4,2,3,3,Non_Adaptif
Magister_Farmasi,4,4,4,4,3,Adaptif
Pendidikan_Profesi_Apoteker,4,4,4,4,4,Adaptif
Teknologi_Elektromedis,4,4,3,4,4,Non_Adaptif
Sastra_Inggris,4,4,4,4,3,Adaptif
Manajemen,4,4,3,4,3,Adaptif
Teknik_Elektro,3,3,3,3,3,Adaptif
Teknologi_Elektromedis,4,4,3,3,3,Adaptif
Pendidikan_Guru_Sekolah_Dasar,1,1,1,1,1,Adaptif
Filsafat_Keilahian_Program_Sarjana,3,3,2,3,3,Non_Adaptif
Psikologi,4,4,4,4,4,Adaptif
Pendidikan_Matematika,3,3,3,4,4,Non_Adaptif
Pendidikan_Biologi,4,4,3,4,3,Adaptif
Akuntansi,3,3,2,2,3,Adaptif
Pendidikan_Matematika,3,3,3,3,3,Adaptif
Sastra_Inggris,3,3,3,4,3,Adaptif
Farmasi,3,4,4,4,4,Adaptif
Pendidikan_Keagamaan_Katolik,3,3,3,3,3,Adaptif
Filsafat_Keilahian_Program_Magister,3,3,4,3,3,Adaptif
Teknik_Elektro,3,4,4,3,3,Non_Adaptif
Filsafat_Keilahian_Program_Sarjana,2,3,2,4,3,Adaptif
Farmasi,4,4,3,4,3,Adaptif
Akuntansi,3,4,4,3,4,Non_Adaptif
Pendidikan_Matematika,4,4,4,4,4,Adaptif
Bimbingan_dan_Konseling,4,4,2,3,3,Adaptif
Pendidikan_Keagamaan_Katolik,4,3,3,4,3,Adaptif
Pendidikan_Profesi_Apoteker,4,4,3,3,3,Adaptif
Bimbingan_dan_Konseling,4,4,2,4,4,Adaptif
Manajemen,4,4,4,4,4,Adaptif
Pendidikan_Guru_Sekolah_Dasar,3,3,3,3,3,Adaptif
Pendidikan_Keagamaan_Katolik,4,4,4,4,4,Adaptif
Pendidikan_Keagamaan_Katolik,3,3,2,4,3,Adaptif
Bimbingan_dan_Konseling,3,4,3,4,4,Adaptif
Pendidikan_Biologi,4,4,4,4,4,Adaptif
Psikologi,4,4,3,4,4,Adaptif
Filsafat_Keilahian_Program_Sarjana,4,4,3,4,3,Adaptif
Pendidikan_Guru_Sekolah_Dasar,4,4,4,3,3,Adaptif
Manajemen,3,3,1,3,4,Non_Adaptif
Akuntansi,4,3,3,3,3,Adaptif
Farmasi,4,4,3,4,4,Adaptif
Sastra_Indonesia,4,4,2,4,4,Adaptif
Manajemen,3,3,3,3,3,Adaptif
Akuntansi,4,4,4,4,4,Adaptif
Filsafat_Keilahian_Program_Sarjana,2,3,3,3,3,Adaptif
Matematika,3,3,3,3,3,Adaptif
Farmasi,3,3,3,3,3,Adaptif
Teknik_Mesin,1,1,1,2,2,Non_Adaptif
Pendidikan_Biologi,3,3,2,3,3,Adaptif
Pendidikan_Ekonomi_Bidang_Keahlian_Khusus_Pendidikan_Akuntansi,4,4,3,4,4,Adaptif
Mekatronika,1,2,2,2,2,Adaptif
Pendidikan_Guru_Sekolah_Dasar,4,4,3,3,3,Adaptif
Pendidikan_Ekonomi_Bidang_Keahlian_Khusus_Pendidikan_Akuntansi,3,3,2,3,3,Adaptif
Sastra_Inggris,2,2,2,2,2,Adaptif
Pendidikan_Profesi_Guru_Sekolah_Dasar,4,4,3,3,3,Non_Adaptif
Ekonomi,4,4,3,3,3,Adaptif
Akuntansi,3,3,3,4,4,Adaptif
Farmasi,4,3,3,3,4,Adaptif
Filsafat_Keilahian_Program_Sarjana,4,4,4,3,4,Adaptif
Pendidikan_Ekonomi_Bidang_Keahlian_Khusus_Pendidikan_Ekonomi,3,3,2,3,3,Adaptif
Pendidikan_Profesi_Apoteker,4,4,4,3,3,Adaptif
Pendidikan_Matematika,4,4,3,4,4,Non_Adaptif
Pendidikan_Bahasa_dan_Sastra_Indonesia,4,4,2,4,4,Adaptif
Sastra_Inggris,4,4,4,4,4,Adaptif
Pendidikan_Guru_Sekolah_Dasar,3,3,3,3,3,Adaptif
Pendidikan_Profesi_Apoteker,4,4,2,4,4,Adaptif
Magister_Kajian_Bahasa_Inggris,4,4,4,3,4,Adaptif
Pendidikan_Bahasa_dan_Sastra_Indonesia,4,4,4,3,4,Adaptif
Akuntansi,3,4,3,3,3,Adaptif
Ekonomi,4,4,3,3,3,Adaptif
Pendidikan_Bahasa_dan_Sastra_Indonesia,4,4,3,4,4,Adaptif
Pendidikan_Ekonomi_Bidang_Keahlian_Khusus_Pendidikan_Akuntansi,4,4,3,3,3,Adaptif
Matematika,4,4,2,3,4,Non_Adaptif
Psikologi,1,1,1,1,1,Adaptif
Pendidikan_Fisika,3,3,2,3,3,Non_Adaptif
Akuntansi,4,4,4,3,4,Adaptif
Farmasi,4,4,3,3,3,Adaptif
Pendidikan_Guru_Sekolah_Dasar,3,3,3,3,3,Non_Adaptif
Farmasi,3,3,3,3,3,Adaptif
Filsafat_Keilahian_Program_Sarjana,3,4,3,3,4,Adaptif
Pendidikan_Guru_Sekolah_Dasar,3,4,3,3,4,Adaptif
Akuntansi,3,1,1,4,2,Adaptif
Manajemen,3,3,3,3,3,Adaptif
Psikologi,4,4,4,4,4,Adaptif
Farmasi,4,4,4,4,4,Adaptif
Psikologi,4,4,3,4,4,Adaptif
Sastra_Inggris,4,4,4,4,4,Adaptif
Bimbingan_dan_Konseling,4,3,3,3,3,Adaptif
Pendidikan_Guru_Sekolah_Dasar,4,4,3,4,3,Adaptif
Informatika,4,4,3,4,4,Adaptif
Psikologi,4,4,4,3,3,Adaptif
Pendidikan_Matematika,3,3,3,3,3,Non_Adaptif
Filsafat_Keilahian_Program_Sarjana,3,3,2,3,3,Adaptif
Manajemen,4,4,3,4,4,Adaptif
Manajemen,3,3,3,3,3,Adaptif
Farmasi,3,3,3,3,3,Adaptif
Informatika,4,4,3,3,3,Adaptif
Akuntansi,4,4,3,3,3,Adaptif
Psikologi,4,4,3,4,3,Adaptif
Manajemen,3,3,3,3,3,Non_Adaptif
Pendidikan_Biologi,4,4,4,3,3,Adaptif
Manajemen,4,4,3,4,3,Adaptif
Informatika,4,4,3,4,3,Adaptif
Manajemen,4,3,3,4,4,Non_Adaptif
Informatika,4,3,3,4,3,Adaptif
Informatika,4,4,4,3,3,Adaptif
Pendidikan_Biologi,3,3,3,4,3,Adaptif
Pendidikan_Biologi,4,4,3,3,3,Adaptif
Pendidikan_Guru_Sekolah_Dasar,4,3,4,4,3,Adaptif
Akuntansi,3,3,3,3,3,Adaptif
Akuntansi,3,3,2,3,3,Non_Adaptif
Teknik_Elektro,3,3,3,3,4,Non_Adaptif
Pendidikan_Biologi,3,3,3,3,3,Adaptif
Ekonomi,3,3,3,3,3,Adaptif
Pendidikan_Matematika,4,4,3,3,4,Non_Adaptif
Sastra_Inggris,3,3,3,3,3,Non_Adaptif
Pendidikan_Biologi,4,4,4,4,4,Adaptif
Pendidikan_Guru_Sekolah_Dasar,4,4,2,4,4,Adaptif
Bimbingan_dan_Konseling,4,4,4,4,4,Adaptif
Pendidikan_Bahasa_dan_Sastra_Indonesia,3,3,3,3,3,Adaptif
Teknik_Mesin,3,3,3,4,3,Adaptif
Pendidikan_Guru_Sekolah_Dasar,4,4,2,4,3,Non_Adaptif
Magister_Manajemen,3,3,3,3,3,Adaptif
Pendidikan_Bahasa_dan_Sastra_Indonesia,4,4,4,4,4,Adaptif
Teknik_Mesin,3,3,3,3,3,Non_Adaptif
Informatika,3,4,3,4,4,Adaptif
Bimbingan_dan_Konseling,4,4,3,3,3,Adaptif
Pendidikan_Ekonomi_Bidang_Keahlian_Khusus_Pendidikan_Ekonomi,4,3,3,4,3,Adaptif
Sastra_Inggris,4,4,2,3,4,Non_Adaptif
Informatika,3,3,3,3,3,Non_Adaptif
Akuntansi,4,4,3,4,3,Adaptif
Psikologi,3,3,3,4,3,Adaptif
Teknologi_Elektromedis,4,3,2,3,3,Adaptif
Pendidikan_Guru_Sekolah_Dasar,3,3,3,3,3,Non_Adaptif
Pendidikan_Guru_Sekolah_Dasar,4,4,3,3,3,Non_Adaptif
Informatika,3,3,3,3,3,Adaptif
Farmasi,3,3,3,4,3,Adaptif
Bimbingan_dan_Konseling,4,4,3,4,4,Non_Adaptif
Mekatronika,3,3,3,3,3,Adaptif
Pendidikan_Bahasa_Inggris,4,4,3,2,3,Adaptif
Bimbingan_dan_Konseling,4,4,3,4,4,Adaptif
Teknik_Mesin,3,2,2,3,3,Adaptif
Pendidikan_Guru_Sekolah_Dasar,4,3,3,3,3,Adaptif
Farmasi,4,4,4,3,3,Adaptif
Sastra_Inggris,4,3,3,4,4,Adaptif
Filsafat_Keilahian_Program_Sarjana,3,3,4,3,3,Adaptif
Manajemen,3,3,3,3,3,Non_Adaptif
Pendidikan_Profesi_Apoteker,4,4,3,4,3,Adaptif
Informatika,3,3,3,3,3,Adaptif
Informatika,4,4,3,4,3,Adaptif
Akuntansi,4,4,4,4,4,Adaptif
Sastra_Inggris,4,4,3,3,4,Adaptif
Sastra_Inggris,4,4,3,4,3,Adaptif
Psikologi,3,3,3,3,3,Non_Adaptif
Sastra_Indonesia,3,3,3,3,3,Adaptif
Manajemen,4,4,1,4,3,Adaptif
Psikologi,2,2,3,3,3,Non_Adaptif
Akuntansi,3,3,3,3,3,Adaptif
Pendidikan_Guru_Sekolah_Dasar,4,4,4,4,4,Non_Adaptif
Informatika,4,4,3,4,4,Adaptif
Sastra_Inggris,4,4,3,4,3,Adaptif
Sastra_Inggris,4,4,3,3,3,Adaptif
Akuntansi,4,4,3,3,3,Adaptif
Pendidikan_Bahasa_Inggris,4,4,3,3,3,Adaptif
Pendidikan_Keagamaan_Katolik,3,3,2,4,2,Adaptif
Pendidikan_Matematika,4,4,3,3,3,Adaptif
Psikologi,4,4,4,4,4,Adaptif
Manajemen,4,4,4,4,3,Adaptif
Pendidikan_Bahasa_Inggris,4,4,4,4,4,Adaptif
Psikologi,4,4,4,4,3,Adaptif
Psikologi,3,4,3,3,3,Adaptif
Akuntansi,4,4,4,4,3,Adaptif
Pendidikan_Matematika,3,3,3,3,3,Adaptif
Pendidikan_Ekonomi_Bidang_Keahlian_Khusus_Pendidikan_Ekonomi,4,3,3,4,4,Adaptif
Pendidikan_Guru_Sekolah_Dasar,3,3,3,4,3,Adaptif
Farmasi,3,3,3,3,3,Non_Adaptif
Farmasi,3,3,3,3,3,Adaptif
Akuntansi,4,4,3,4,4,Adaptif
Pendidikan_Keagamaan_Katolik,3,4,3,3,4,Adaptif
Farmasi,3,3,2,4,3,Adaptif
Psikologi,4,4,3,4,4,Adaptif
Sastra_Inggris,3,3,3,3,3,Non_Adaptif
Manajemen,4,4,4,4,4,Adaptif
Pendidikan_Kimia,3,3,3,3,3,Adaptif
Manajemen,4,3,3,4,3,Adaptif
Psikologi,4,4,3,4,3,Adaptif
Akuntansi,4,3,3,4,3,Adaptif
Farmasi,3,3,2,3,3,Adaptif
Sejarah,3,3,3,3,3,Adaptif
Informatika,4,4,3,3,3,Adaptif
Pendidikan_Guru_Sekolah_Dasar,1,4,2,3,3,Non_Adaptif
Bimbingan_dan_Konseling,4,4,3,4,4,Adaptif
Matematika,3,3,3,3,3,Non_Adaptif
Manajemen,3,3,3,4,3,Non_Adaptif
Manajemen,3,3,3,3,3,Adaptif
Pendidikan_Bahasa_dan_Sastra_Indonesia,3,4,1,4,3,Adaptif
Akuntansi,3,4,3,3,3,Adaptif
Manajemen,4,4,2,3,3,Non_Adaptif
Sastra_Inggris,4,4,3,4,4,Adaptif
Manajemen,3,3,3,3,3,Adaptif
Pendidikan_Guru_Sekolah_Dasar,2,3,2,3,4,Adaptif
Psikologi,4,4,3,4,3,Adaptif
